,north,east,south,west
2022-01-08 01:45:00+00:00,2.688796222322345e-12,2.688796222322345e-12,2.688796222322345e-12,2.688796222322345e-12
2022-01-08 01:50:00+00:00,2.1999241819001005e-12,2.1999241819001005e-12,2.1999241819001005e-12,2.1999241819001005e-12
2022-01-08 01:55:00+00:00,1.7999379670091727e-12,1.7999379670091727e-12,1.7999379670091727e-12,1.7999379670091727e-12
2022-01-08 02:00:00+00:00,1.4726765184620502e-12,1.4726765184620502e-12,1.4726765184620502e-12,1.4726765184620502e-12
2022-01-08 02:05:00+00:00,1.20491715146895e-12,1.20491715146895e-12,1.20491715146895e-12,1.20491715146895e-12
2022-01-08 02:10:00+00:00,9.858413057473227e-13,9.858413057473227e-13,9.858413057473227e-13,9.858413057473227e-13
2022-01-08 02:15:00+00:00,8.065974319750821e-13,8.065974319750821e-13,8.065974319750821e-13,8.065974319750821e-13
2022-01-08 02:20:00+00:00,6.59943353434158e-13,6.59943353434158e-13,6.59943353434158e-13,6.59943353434158e-13
2022-01-08 02:25:00+00:00,5.399536528097656e-13,5.399536528097656e-13,5.399536528097656e-13,5.399536528097656e-13
2022-01-08 02:30:00+00:00,4.4178026138980817e-13,4.4178026138980817e-13,4.4178026138980817e-13,4.4178026138980817e-13
2022-01-08 02:35:00+00:00,3.614565775007521e-13,3.614565775007521e-13,3.614565775007521e-13,3.614565775007521e-13
2022-01-08 02:40:00+00:00,2.957371997733426e-13,2.957371997733426e-13,2.957371997733426e-13,2.957371997733426e-13
2022-01-08 02:45:00+00:00,2.4196679981455296e-13,2.4196679981455296e-13,2.4196679981455296e-13,2.4196679981455296e-13
2022-01-08 02:50:00+00:00,1.9797283621190695e-13,1.9797283621190695e-13,1.9797283621190695e-13,1.9797283621190695e-13
2022-01-08 02:55:00+00:00,1.6197777508246927e-13,1.6197777508246927e-13,1.6197777508246927e-13,1.6197777508246927e-13
2022-01-08 03:00:00+00:00,1.325272705220203e-13,1.325272705220203e-13,1.325272705220203e-13,1.325272705220203e-13
2022-01-08 03:05:00+00:00,1.0843140315438022e-13,1.0843140315438022e-13,1.0843140315438022e-13,1.0843140315438022e-13
2022-01-08 03:10:00+00:00,8.871660258085654e-14,8.871660258085654e-14,8.871660258085654e-14,8.871660258085654e-14
2022-01-08 03:15:00+00:00,7.258631120251898e-14,7.258631120251898e-14,7.258631120251898e-14,7.258631120251898e-14
2022-01-08 03:20:00+00:00,5.938880007478824e-14,5.938880007478824e-14,5.938880007478824e-14,5.938880007478824e-14
2022-01-08 03:25:00+00:00,4.859083642482674e-14,4.859083642482674e-14,4.859083642482674e-14,4.859083642482674e-14
2022-01-08 03:30:00+00:00,3.9756138893040054e-14,3.9756138893040054e-14,3.9756138893040054e-14,3.9756138893040054e-14
2022-01-08 03:35:00+00:00,3.25277500033964e-14,3.25277500033964e-14,3.25277500033964e-14,3.25277500033964e-14
2022-01-08 03:40:00+00:00,2.6613613639142507e-14,2.6613613639142507e-14,2.6613613639142507e-14,2.6613613639142507e-14
2022-01-08 03:45:00+00:00,2.177477479566205e-14,2.177477479566205e-14,2.177477479566205e-14,2.177477479566205e-14
2022-01-08 03:50:00+00:00,1.78157248328144e-14,1.78157248328144e-14,1.78157248328144e-14,1.78157248328144e-14
2022-01-08 03:55:00+00:00,1.4576502135939056e-14,1.4576502135939056e-14,1.4576502135939056e-14,1.4576502135939056e-14
2022-01-08 04:00:00+00:00,1.1926229020313771e-14,1.1926229020313771e-14,1.1926229020313771e-14,1.1926229020313771e-14
2022-01-08 04:05:00+00:00,9.757823743893084e-15,9.757823743893084e-15,9.757823743893084e-15,9.757823743893084e-15
2022-01-08 04:10:00+00:00,7.983673972276158e-15,7.983673972276158e-15,7.983673972276158e-15,7.983673972276158e-15
2022-01-08 04:15:00+00:00,6.532096886407765e-15,6.532096886407765e-15,6.532096886407765e-15,6.532096886407765e-15
2022-01-08 04:20:00+00:00,5.344442907060898e-15,5.344442907060898e-15,5.344442907060898e-15,5.344442907060898e-15
2022-01-08 04:25:00+00:00,4.3727260148680065e-15,4.3727260148680065e-15,4.3727260148680065e-15,4.3727260148680065e-15
2022-01-08 04:30:00+00:00,3.577684921255641e-15,3.577684921255641e-15,3.577684921255641e-15,3.577684921255641e-15
2022-01-08 04:35:00+00:00,2.927196753754615e-15,2.927196753754615e-15,2.927196753754615e-15,2.927196753754615e-15
2022-01-08 04:40:00+00:00,2.3949791621628668e-15,2.3949791621628668e-15,2.3949791621628668e-15,2.3949791621628668e-15
2022-01-08 04:45:00+00:00,1.9595284054059817e-15,1.9595284054059817e-15,1.9595284054059817e-15,1.9595284054059817e-15
2022-01-08 04:50:00+00:00,1.6032505135139845e-15,1.6032505135139845e-15,1.6032505135139845e-15,1.6032505135139845e-15
2022-01-08 04:55:00+00:00,1.3117504201478055e-15,1.3117504201478055e-15,1.3117504201478055e-15,1.3117504201478055e-15
2022-01-08 05:00:00+00:00,1.0732503437572954e-15,1.0732503437572954e-15,1.0732503437572954e-15,1.0732503437572954e-15
2022-01-08 05:05:00+00:00,8.781139176196051e-16,8.781139176196051e-16,8.781139176196051e-16,8.781139176196051e-16
2022-01-08 05:10:00+00:00,7.184568416887677e-16,7.184568416887677e-16,7.184568416887677e-16,7.184568416887677e-16
2022-01-08 05:15:00+00:00,5.878283250180825e-16,5.878283250180825e-16,5.878283250180825e-16,5.878283250180825e-16
2022-01-08 05:20:00+00:00,4.809504477420674e-16,4.809504477420674e-16,4.809504477420674e-16,4.809504477420674e-16
2022-01-08 05:25:00+00:00,3.9350491178896416e-16,3.9350491178896416e-16,3.9350491178896416e-16,3.9350491178896416e-16
2022-01-08 05:30:00+00:00,3.219585641909706e-16,3.219585641909706e-16,3.219585641909706e-16,3.219585641909706e-16
2022-01-08 05:35:00+00:00,2.6342064342897595e-16,2.6342064342897595e-16,2.6342064342897595e-16,2.6342064342897595e-16
2022-01-08 05:40:00+00:00,2.1552598098734394e-16,2.1552598098734394e-16,2.1552598098734394e-16,2.1552598098734394e-16
2022-01-08 05:45:00+00:00,1.76339438989645e-16,1.76339438989645e-16,1.76339438989645e-16,1.76339438989645e-16
2022-01-08 05:50:00+00:00,1.4427772280970952e-16,1.4427772280970952e-16,1.4427772280970952e-16,1.4427772280970952e-16
2022-01-08 05:55:00+00:00,1.1804540957158052e-16,1.1804540957158052e-16,1.1804540957158052e-16,1.1804540957158052e-16
2022-01-08 06:00:00+00:00,9.658260783129313e-17,9.658260783129313e-17,9.658260783129313e-17,9.658260783129313e-17
2022-01-08 06:05:00+00:00,7.902213368014892e-17,7.902213368014892e-17,7.902213368014892e-17,7.902213368014892e-17
2022-01-08 06:10:00+00:00,6.465447301103092e-17,6.465447301103092e-17,6.465447301103092e-17,6.465447301103092e-17
2022-01-08 06:15:00+00:00,5.289911428175257e-17,5.289911428175257e-17,5.289911428175257e-17,5.289911428175257e-17
2022-01-08 06:20:00+00:00,4.3281093503252085e-17,4.3281093503252085e-17,4.3281093503252085e-17,4.3281093503252085e-17
2022-01-08 06:25:00+00:00,3.5411803775388065e-17,3.5411803775388065e-17,3.5411803775388065e-17,3.5411803775388065e-17
2022-01-08 06:30:00+00:00,2.8973293998044774e-17,2.8973293998044774e-17,2.8973293998044774e-17,2.8973293998044774e-17
2022-01-08 06:35:00+00:00,2.3705422362036633e-17,2.3705422362036633e-17,2.3705422362036633e-17,2.3705422362036633e-17
2022-01-08 06:40:00+00:00,1.9395345568939062e-17,1.9395345568939062e-17,1.9395345568939062e-17,1.9395345568939062e-17
2022-01-08 06:45:00+00:00,1.5868919101859232e-17,1.5868919101859232e-17,1.5868919101859232e-17,1.5868919101859232e-17
2022-01-08 06:50:00+00:00,1.298366108333937e-17,1.298366108333937e-17,1.298366108333937e-17,1.298366108333937e-17
2022-01-08 06:55:00+00:00,1.062299543182312e-17,1.062299543182312e-17,1.062299543182312e-17,1.062299543182312e-17
2022-01-08 07:00:00+00:00,8.691541716946187e-18,8.691541716946187e-18,8.691541716946187e-18,8.691541716946187e-18
2022-01-08 07:05:00+00:00,7.111261404774151e-18,7.111261404774151e-18,7.111261404774151e-18,7.111261404774151e-18
2022-01-08 07:10:00+00:00,5.818304785724305e-18,5.818304785724305e-18,5.818304785724305e-18,5.818304785724305e-18
2022-01-08 07:15:00+00:00,4.760431188319886e-18,4.760431188319886e-18,4.760431188319886e-18,4.760431188319886e-18
2022-01-08 07:20:00+00:00,3.894898244988997e-18,3.894898244988997e-18,3.894898244988997e-18,3.894898244988997e-18
2022-01-08 07:25:00+00:00,3.18673492771827e-18,3.18673492771827e-18,3.18673492771827e-18,3.18673492771827e-18
2022-01-08 07:30:00+00:00,2.6073285772240383e-18,2.6073285772240383e-18,2.6073285772240383e-18,2.6073285772240383e-18
2022-01-08 07:35:00+00:00,2.1332688359105767e-18,2.1332688359105767e-18,2.1332688359105767e-18,2.1332688359105767e-18
2022-01-08 07:40:00+00:00,1.745401774835926e-18,1.745401774835926e-18,1.745401774835926e-18,1.745401774835926e-18
2022-01-08 07:45:00+00:00,0.38636363636363663,0.38636363636363663,0.38636363636363663,0.38636363636363663
2022-01-08 07:50:00+00:00,1.1504306075141715,1.1599927422866427,1.1595121603493446,1.1504306075141715
2022-01-08 07:55:00+00:00,2.23283450555005,2.246050486953936,2.2458506238306652,2.23283450555005
2022-01-08 08:00:00+00:00,3.024001796678083,3.044977252324203,3.0454272569460166,3.024001796678083
2022-01-08 08:05:00+00:00,3.4754896390288312,3.5061186722490834,3.507943836373652,3.4754896390288312
2022-01-08 08:10:00+00:00,3.663902643883177,3.7008630274192957,3.70453741349772,3.663902643883177
2022-01-08 08:15:00+00:00,4.226752131013044,4.2690265648157615,4.274990349191884,4.226752131013044
2022-01-08 08:20:00+00:00,5.219693697643131,5.268057687792152,5.276991821860352,5.219693697643131
2022-01-08 08:25:00+00:00,6.567244319136682,6.618788251561745,6.63067198439575,6.567244319136682
2022-01-08 08:30:00+00:00,7.681882062706721,7.734720029445345,7.749449100778233,7.681882062706721
2022-01-08 08:35:00+00:00,8.524073765535974,8.579529814822854,8.597806133966087,8.524073765535974
2022-01-08 08:40:00+00:00,9.131381096775877,9.19111293453926,9.214003608613195,9.131381096775877
2022-01-08 08:45:00+00:00,9.010525177004439,9.077848798905777,9.107472996005065,9.010525177004439
2022-01-08 08:50:00+00:00,8.18769547693884,8.256766568302622,8.291322772253332,8.18769547693884
2022-01-08 08:55:00+00:00,6.809470362183705,6.867721727382739,6.90059959438804,6.809470362183705
2022-01-08 09:00:00+00:00,6.080432309113499,6.129016071029253,6.1597597671893105,6.080432309113499
2022-01-08 09:05:00+00:00,6.08085406317047,6.12702018175557,6.159610852585313,6.08085406317047
2022-01-08 09:10:00+00:00,6.688675990713724,6.738576328088042,6.777719183804884,6.688675990713724
2022-01-08 09:15:00+00:00,6.994901303635834,7.0452441285220635,7.088986647900871,6.994901303635834
2022-01-08 09:20:00+00:00,6.908145184481966,6.955108480113635,7.000199699130828,6.908145184481966
2022-01-08 09:25:00+00:00,6.500008324514872,6.540703093750699,6.583801762152035,6.500008324514872
2022-01-08 09:30:00+00:00,6.267433518848818,6.303734295247551,6.346089463578179,6.267433518848818
2022-01-08 09:35:00+00:00,6.268388969551499,6.302518277042423,6.346360082064749,6.268388969551499
2022-01-08 09:40:00+00:00,6.44917182982652,6.48263937219528,6.5299635498974675,6.44917182982652
2022-01-08 09:45:00+00:00,7.046927215658699,7.082845299292481,7.138771961749809,7.046927215658699
2022-01-08 09:50:00+00:00,8.019583368129535,8.060244345353697,8.130019862073903,8.019583368129535
2022-01-08 09:55:00+00:00,9.299305769813532,9.345861654242086,9.43403326164241,9.299305769813532
2022-01-08 10:00:00+00:00,10.673529681006915,10.725036628908041,10.83291002457333,10.673529681006915
2022-01-08 10:05:00+00:00,12.103456168843065,12.158317593030747,12.285715036142223,12.103456168843065
2022-01-08 10:10:00+00:00,13.580020038059889,13.636293534504873,13.781678752841682,13.580020038059889
2022-01-08 10:15:00+00:00,15.061985817284807,15.117464942753218,15.27761649831013,15.061985817284807
2022-01-08 10:20:00+00:00,16.53813601802557,16.59068120911865,16.761072638152736,16.53813601802557
2022-01-08 10:25:00+00:00,18.010664739924906,18.05834310222235,18.23318936001307,18.010664739924906
2022-01-08 10:30:00+00:00,19.22976852866165,19.271564487345444,19.44636317047006,19.22976852866165
2022-01-08 10:35:00+00:00,20.19473273013742,20.230582254326325,20.40339899598218,20.19473273013742
2022-01-08 10:40:00+00:00,20.950869096235557,20.981140582705976,21.15167472438718,20.950869096235557
2022-01-08 10:45:00+00:00,21.363147154620847,21.38883723214261,21.56107474799173,21.363147154620847
2022-01-08 10:50:00+00:00,21.47057701041186,21.492434517830727,21.671243552832355,21.47057701041186
2022-01-08 10:55:00+00:00,21.328732062188585,21.34703819344328,21.536463702141127,21.328732062188585
2022-01-08 11:00:00+00:00,21.408011904087672,21.422115681970094,21.617329033886342,21.408011904087672
2022-01-08 11:05:00+00:00,21.737174165039427,21.746736897082236,21.942035407316787,21.737174165039427
2022-01-08 11:10:00+00:00,22.27145280645089,22.276501777762206,22.465584822461278,22.27145280645089
2022-01-08 11:15:00+00:00,22.041795894594124,22.042868472602574,22.242156217867628,22.041795894594124
2022-01-08 11:20:00+00:00,21.016542924863465,21.016542924863465,21.23720069906463,21.01991859589235
2022-01-08 11:25:00+00:00,19.335151332727904,19.335151332727904,19.575524920712436,19.34379509552082
2022-01-08 11:30:00+00:00,17.771886047772718,17.771886047772718,18.017322684415202,17.785788673277114
2022-01-08 11:35:00+00:00,16.42899683746317,16.42899683746317,16.66999694284347,16.447642007281356
2022-01-08 11:40:00+00:00,15.253677733920657,15.253677733920657,15.485162238538434,15.276394972764642
2022-01-08 11:45:00+00:00,15.333608312231778,15.333608312231778,15.564759824651764,15.361108903394339
2022-01-08 11:50:00+00:00,16.645631280044057,16.645631280044057,16.88288578572095,16.67881948542443
2022-01-08 11:55:00+00:00,18.976639594708583,18.976639594708583,19.204099580637386,19.01323515883694
2022-01-08 12:00:00+00:00,22.061060796216807,22.061060796216807,22.22347073798855,22.090618898964784
2022-01-08 12:05:00+00:00,25.77797510972772,25.77797510972772,25.77797510972772,25.77797510972772
2022-01-08 12:10:00+00:00,29.886525089777226,29.886525089777226,29.886525089777226,29.886525089777226
2022-01-08 12:15:00+00:00,31.736702346181367,31.736702346181367,31.736702346181367,31.736702346181367
2022-01-08 12:20:00+00:00,31.23912010142112,31.23912010142112,31.23912010142112,31.23912010142112
2022-01-08 12:25:00+00:00,28.832007355708186,28.832007355708186,28.832007355708186,28.832007355708186
2022-01-08 12:30:00+00:00,26.73755147285215,26.73755147285215,26.73755147285215,26.73755147285215
2022-01-08 12:35:00+00:00,25.251178477788116,25.251178477788116,25.251178477788116,25.251178477788116
2022-01-08 12:40:00+00:00,24.262327845463005,24.262327845463005,24.262327845463005,24.262327845463005
2022-01-08 12:45:00+00:00,24.316904600833364,24.316904600833364,24.316904600833364,24.316904600833364
2022-01-08 12:50:00+00:00,25.350194673409117,25.350194673409117,25.350194673409117,25.350194673409117
2022-01-08 12:55:00+00:00,27.172886550971096,27.172886550971096,27.172886550971096,27.172886550971096
2022-01-08 13:00:00+00:00,29.42554354170362,29.42554354170362,29.42554354170362,29.42554354170362
2022-01-08 13:05:00+00:00,31.995899261393873,31.995899261393873,31.995899261393873,31.995899261393873
2022-01-08 13:10:00+00:00,34.81482666841317,34.81482666841317,34.81482666841317,34.81482666841317
2022-01-08 13:15:00+00:00,34.90807534486068,34.90807534486068,38.31355451676563,36.68660027045194
2022-01-08 13:20:00+00:00,35.46463483022046,35.46463483022046,39.972148744963775,37.931940762633594
2022-01-08 13:25:00+00:00,35.37037257183592,35.37037257183592,40.915293174795345,38.54725099158449
2022-01-08 13:30:00+00:00,35.0040049543139,35.0040049543139,41.74360046400284,39.04074577998113
2022-01-08 13:35:00+00:00,34.40429180799886,34.40429180799886,42.588928889791376,39.52361123376396
2022-01-08 13:40:00+00:00,33.5386289084103,33.5386289084103,43.482380027409945,40.02720614397782
2022-01-08 13:45:00+00:00,32.05133092813813,32.05133092813813,42.97340323548186,39.479877710948585
2022-01-08 13:50:00+00:00,30.11598449633581,30.11598449633581,40.980625207495976,37.8119984190423
2022-01-08 13:55:00+00:00,27.88000098837844,27.88000098837844,37.78223600149953,35.18000833629314
2022-01-08 14:00:00+00:00,25.565715447004308,25.565715447004308,34.43165960855014,32.36363186331967
2022-01-08 14:05:00+00:00,23.211028373733477,23.211028373733477,31.110725300682876,29.50716529083175
2022-01-08 14:10:00+00:00,20.81751551930082,20.81751551930082,27.820134079369357,26.61605091962006
2022-01-08 14:15:00+00:00,18.443798031879695,18.443798031879695,24.840303379692536,23.94431274886113
2022-01-08 14:20:00+00:00,16.06653036211797,16.06653036211797,22.1510038152231,21.49804465968557
2022-01-08 14:25:00+00:00,13.627139910935515,13.627139910935515,19.717110964226627,19.268840402386683
2022-01-08 14:30:00+00:00,11.008799738481837,11.008799738481837,17.731480323000405,17.470064833935425
2022-01-08 14:35:00+00:00,7.862274785517882,7.862274785517882,16.255240799786908,16.229421587581985
2022-01-08 14:40:00+00:00,3.1492769789364417,3.1492769789364417,15.594096956354775,16.015956428288597
2022-01-08 14:45:00+00:00,6.007210268758693,6.007210268758693,12.093372787906715,12.532331142327225
2022-01-08 14:50:00+00:00,8.872214816023149,8.872214816023149,8.872214816023149,8.872214816023149
2022-01-08 14:55:00+00:00,7.304539394928031,7.304539394928031,7.304539394928031,7.304539394928031
2022-01-08 15:00:00+00:00,5.976441323122934,5.976441323122934,5.976441323122934,5.976441323122934
2022-01-08 15:05:00+00:00,4.889815628009672,4.889815628009672,4.889815628009672,4.889815628009672
2022-01-08 15:10:00+00:00,4.000758241098823,4.000758241098823,4.000758241098823,4.000758241098823
2022-01-08 15:15:00+00:00,3.2733476518081277,3.2733476518081277,3.2733476518081277,3.2733476518081277
2022-01-08 15:20:00+00:00,2.6781935332975584,2.6781935332975584,2.6781935332975584,2.6781935332975584
2022-01-08 15:25:00+00:00,2.191249254516184,2.191249254516184,2.191249254516184,2.191249254516184
2022-01-08 15:30:00+00:00,1.792840299149605,1.792840299149605,1.792840299149605,1.792840299149605
2022-01-08 15:35:00+00:00,1.4668693356678584,1.4668693356678584,1.4668693356678584,1.4668693356678584
2022-01-08 15:40:00+00:00,1.2001658200918839,1.2001658200918839,1.2001658200918839,1.2001658200918839
2022-01-08 15:45:00+00:00,0.9819538528024503,0.9819538528024503,0.9819538528024503,0.9819538528024503
2022-01-08 15:50:00+00:00,0.80341678865655,0.80341678865655,0.80341678865655,0.80341678865655
2022-01-08 15:55:00+00:00,0.6573410089008136,0.6573410089008136,0.6573410089008136,0.6573410089008136
2022-01-08 16:00:00+00:00,0.5378244618279383,0.5378244618279383,0.5378244618279383,0.5378244618279383
2022-01-08 16:05:00+00:00,0.44003819604104033,0.44003819604104033,0.44003819604104033,0.44003819604104033
2022-01-08 16:10:00+00:00,0.3600312513063057,0.3600312513063057,0.3600312513063057,0.3600312513063057
2022-01-08 16:15:00+00:00,0.29457102379606825,0.29457102379606825,0.29457102379606825,0.29457102379606825
2022-01-08 16:20:00+00:00,0.2410126558331467,0.2410126558331467,0.2410126558331467,0.2410126558331467
2022-01-08 16:25:00+00:00,0.1971921729543927,0.1971921729543927,0.1971921729543927,0.1971921729543927
2022-01-08 16:30:00+00:00,0.16133905059904854,0.16133905059904854,0.16133905059904854,0.16133905059904854
2022-01-08 16:35:00+00:00,0.1320046777628579,0.1320046777628579,0.1320046777628579,0.1320046777628579
2022-01-08 16:40:00+00:00,0.10800382726052007,0.10800382726052007,0.10800382726052007,0.10800382726052007
2022-01-08 16:45:00+00:00,0.08836676775860731,0.08836676775860731,0.08836676775860731,0.08836676775860731
2022-01-08 16:50:00+00:00,0.07230008271158779,0.07230008271158779,0.07230008271158779,0.07230008271158779
2022-01-08 16:55:00+00:00,0.05915461312766273,0.05915461312766273,0.05915461312766273,0.05915461312766273
2022-01-08 17:00:00+00:00,0.04839922892263314,0.04839922892263314,0.04839922892263314,0.04839922892263314
2022-01-08 17:05:00+00:00,0.039599369118518024,0.039599369118518024,0.039599369118518024,0.039599369118518024
2022-01-08 17:10:00+00:00,0.03239948382424201,0.03239948382424201,0.03239948382424201,0.03239948382424201
2022-01-08 17:15:00+00:00,0.02650866858347073,0.02650866858347073,0.02650866858347073,0.02650866858347073
2022-01-08 17:20:00+00:00,0.021688910659203323,0.021688910659203323,0.021688910659203323,0.021688910659203323
2022-01-08 17:25:00+00:00,0.017745472357529987,0.017745472357529987,0.017745472357529987,0.017745472357529987
2022-01-08 17:30:00+00:00,0.014519022837979076,0.014519022837979076,0.014519022837979076,0.014519022837979076
2022-01-08 17:35:00+00:00,0.011879200503801061,0.011879200503801061,0.011879200503801061,0.011879200503801061
2022-01-08 17:40:00+00:00,0.009719345866746321,0.009719345866746321,0.009719345866746321,0.009719345866746321
2022-01-08 17:45:00+00:00,0.007952192072792444,0.007952192072792444,0.007952192072792444,0.007952192072792444
2022-01-08 17:50:00+00:00,0.0065063389686483624,0.0065063389686483624,0.0065063389686483624,0.0065063389686483624
2022-01-08 17:55:00+00:00,0.005323368247075932,0.005323368247075932,0.005323368247075932,0.005323368247075932
2022-01-08 18:00:00+00:00,0.004355483111243944,0.004355483111243944,0.004355483111243944,0.004355483111243944
2022-01-08 18:05:00+00:00,0.0035635770910177715,0.0035635770910177715,0.0035635770910177715,0.0035635770910177715
2022-01-08 18:10:00+00:00,0.002915653983559994,0.002915653983559994,0.002915653983559994,0.002915653983559994
2022-01-08 18:15:00+00:00,0.0023855350774581764,0.0023855350774581764,0.0023855350774581764,0.0023855350774581764
2022-01-08 18:20:00+00:00,0.001951801427011235,0.001951801427011235,0.001951801427011235,0.001951801427011235
2022-01-08 18:25:00+00:00,0.001596928440281919,0.001596928440281919,0.001596928440281919,0.001596928440281919
2022-01-08 18:30:00+00:00,0.0013065778147761155,0.0013065778147761155,0.0013065778147761155,0.0013065778147761155
2022-01-08 18:35:00+00:00,0.001069018212089549,0.001069018212089549,0.001069018212089549,0.001069018212089549
2022-01-08 18:40:00+00:00,0.0008746512644369034,0.0008746512644369034,0.0008746512644369034,0.0008746512644369034
2022-01-08 18:45:00+00:00,0.0007156237618120118,0.0007156237618120118,0.0007156237618120118,0.0007156237618120118
2022-01-08 18:50:00+00:00,0.0005855103505734642,0.0005855103505734642,0.0005855103505734642,0.0005855103505734642
2022-01-08 18:55:00+00:00,0.00047905392319647067,0.00047905392319647067,0.00047905392319647067,0.00047905392319647067
2022-01-08 19:00:00+00:00,0.0003919532098880214,0.0003919532098880214,0.0003919532098880214,0.0003919532098880214
2022-01-08 19:05:00+00:00,0.0003206889899083811,0.0003206889899083811,0.0003206889899083811,0.0003206889899083811
2022-01-08 19:10:00+00:00,0.00026238190083412995,0.00026238190083412995,0.00026238190083412995,0.00026238190083412995
2022-01-08 19:15:00+00:00,0.00021467610068246992,0.00021467610068246992,0.00021467610068246992,0.00021467610068246992
2022-01-08 19:20:00+00:00,0.00017564408237656626,0.00017564408237656626,0.00017564408237656626,0.00017564408237656626
2022-01-08 19:25:00+00:00,0.00014370879467173604,0.00014370879467173604,0.00014370879467173604,0.00014370879467173604
2022-01-08 19:30:00+00:00,0.00011757992291323854,0.00011757992291323854,0.00011757992291323854,0.00011757992291323854
2022-01-08 19:35:00+00:00,9.620175511083151e-05,9.620175511083151e-05,9.620175511083151e-05,9.620175511083151e-05
2022-01-08 19:40:00+00:00,7.871052690886213e-05,7.871052690886213e-05,7.871052690886213e-05,7.871052690886213e-05
2022-01-08 19:45:00+00:00,6.439952201634174e-05,6.439952201634174e-05,6.439952201634174e-05,6.439952201634174e-05
2022-01-08 19:50:00+00:00,5.2690518013370506e-05,5.2690518013370506e-05,5.2690518013370506e-05,5.2690518013370506e-05
2022-01-08 19:55:00+00:00,4.3110423829121313e-05,4.3110423829121313e-05,4.3110423829121313e-05,4.3110423829121313e-05
2022-01-08 20:00:00+00:00,3.527216495109925e-05,3.527216495109925e-05,3.527216495109925e-05,3.527216495109925e-05
2022-01-08 20:05:00+00:00,2.885904405089938e-05,2.885904405089938e-05,2.885904405089938e-05,2.885904405089938e-05
2022-01-08 20:10:00+00:00,2.3611945132554036e-05,2.3611945132554036e-05,2.3611945132554036e-05,2.3611945132554036e-05
2022-01-08 20:15:00+00:00,1.931886419936239e-05,1.931886419936239e-05,1.931886419936239e-05,1.931886419936239e-05
2022-01-08 20:20:00+00:00,1.5806343435841954e-05,1.5806343435841954e-05,1.5806343435841954e-05,1.5806343435841954e-05
2022-01-08 20:25:00+00:00,1.2932462811143414e-05,1.2932462811143414e-05,1.2932462811143414e-05,1.2932462811143414e-05
2022-01-08 20:30:00+00:00,1.0581105936390064e-05,1.0581105936390064e-05,1.0581105936390064e-05,1.0581105936390064e-05
2022-01-08 20:35:00+00:00,8.657268493410051e-06,8.657268493410051e-06,8.657268493410051e-06,8.657268493410051e-06
2022-01-08 20:40:00+00:00,7.083219676426405e-06,7.083219676426405e-06,7.083219676426405e-06,7.083219676426405e-06
2022-01-08 20:45:00+00:00,5.795361553439786e-06,5.795361553439786e-06,5.795361553439786e-06,5.795361553439786e-06
2022-01-08 20:50:00+00:00,4.741659452814369e-06,4.741659452814369e-06,4.741659452814369e-06,4.741659452814369e-06
2022-01-08 20:55:00+00:00,3.879539552302665e-06,3.879539552302665e-06,3.879539552302665e-06,3.879539552302665e-06
2022-01-08 21:00:00+00:00,3.1741687246112707e-06,3.1741687246112707e-06,3.1741687246112707e-06,3.1741687246112707e-06
2022-01-08 21:05:00+00:00,2.597047138318312e-06,2.597047138318312e-06,2.597047138318312e-06,2.597047138318312e-06
2022-01-08 21:10:00+00:00,2.124856749533164e-06,2.124856749533164e-06,2.124856749533164e-06,2.124856749533164e-06
2022-01-08 21:15:00+00:00,1.738519158708952e-06,1.738519158708952e-06,1.738519158708952e-06,1.738519158708952e-06
2022-01-08 21:20:00+00:00,1.4224247662164152e-06,1.4224247662164152e-06,1.4224247662164152e-06,1.4224247662164152e-06
2022-01-08 21:25:00+00:00,1.163802081449794e-06,1.163802081449794e-06,1.163802081449794e-06,1.163802081449794e-06
2022-01-08 21:30:00+00:00,9.522017030043768e-07,9.522017030043768e-07,9.522017030043768e-07,9.522017030043768e-07
2022-01-08 21:35:00+00:00,7.790741206399446e-07,7.790741206399446e-07,7.790741206399446e-07,7.790741206399446e-07
2022-01-08 21:40:00+00:00,6.374242805235909e-07,6.374242805235909e-07,6.374242805235909e-07,6.374242805235909e-07
2022-01-08 21:45:00+00:00,5.215289567920289e-07,5.215289567920289e-07,5.215289567920289e-07,5.215289567920289e-07
2022-01-08 21:50:00+00:00,4.26705510102569e-07,4.26705510102569e-07,4.26705510102569e-07,4.26705510102569e-07
2022-01-08 21:55:00+00:00,3.491226900839201e-07,3.491226900839201e-07,3.491226900839201e-07,3.491226900839201e-07
2022-01-08 22:00:00+00:00,2.856458373413891e-07,2.856458373413891e-07,2.856458373413891e-07,2.856458373413891e-07
2022-01-08 22:05:00+00:00,2.337102305520456e-07,2.337102305520456e-07,2.337102305520456e-07,2.337102305520456e-07
2022-01-08 22:10:00+00:00,1.9121746136076456e-07,1.9121746136076456e-07,1.9121746136076456e-07,1.9121746136076456e-07
2022-01-08 22:15:00+00:00,1.5645065020426192e-07,1.5645065020426192e-07,1.5645065020426192e-07,1.5645065020426192e-07
2022-01-08 22:20:00+00:00,1.2800507743985063e-07,1.2800507743985063e-07,1.2800507743985063e-07,1.2800507743985063e-07
2022-01-08 22:25:00+00:00,1.0473142699624142e-07,1.0473142699624142e-07,1.0473142699624142e-07,1.0473142699624142e-07
