,external_temperature_left,external_temperature_right,temperature
2022-01-15 10:00:00+00:00,51.60000107031912,37.47851275448428,24.319905330303786
2022-01-15 10:05:00+00:00,51.60000071354608,37.48567516965618,24.313270220202526
2022-01-15 10:10:00+00:00,51.600000475697385,37.490450113104124,24.30884681346835
2022-01-15 10:15:00+00:00,51.60000031713159,37.52696674206942,24.305897875645567
2022-01-15 10:20:00+00:00,51.600000211421055,37.55131116137961,24.303931917097046
2022-01-15 10:25:00+00:00,51.60000014094737,37.567540774253075,24.302621278064695
2022-01-15 10:30:00+00:00,51.600000093964915,37.578360516168715,24.3017475187098
2022-01-15 10:35:00+00:00,51.56666672930995,37.61890701077915,24.301165012473202
2022-01-15 10:40:00+00:00,51.544444486206636,37.645938007186096,24.300776674982135
2022-01-15 10:45:00+00:00,51.49629632413775,37.69729200479073,24.300517783321425
2022-01-15 10:50:00+00:00,51.464197549425165,37.73152800319382,24.30034518888095
2022-01-15 10:55:00+00:00,51.409465032950116,37.78768533546255,24.300230125920635
2022-01-15 11:00:00+00:00,51.339643355300076,37.8917902236417,24.300153417280423
2022-01-15 11:05:00+00:00,51.29309557020005,38.094526815761135,24.30010227818695
2022-01-15 11:10:00+00:00,51.228730380133364,38.329684543840756,24.30006818545797
2022-01-15 11:15:00+00:00,51.152486920088904,38.586456362560504,24.333378790305314
2022-01-15 11:20:00+00:00,51.068324613392605,38.89097090837367,24.355585860203544
2022-01-15 11:25:00+00:00,50.97888307559507,39.193980605582446,24.370390573469027
2022-01-15 11:30:00+00:00,50.885922050396715,39.4959870703883,24.380260382312684
2022-01-15 11:35:00+00:00,50.82394803359781,39.763991380258865,24.386840254875125
2022-01-15 11:40:00+00:00,50.749298689065206,40.00932758683924,24.391226836583417
2022-01-15 11:45:00+00:00,50.666199126043466,40.2395517245595,24.427484557722277
2022-01-15 11:50:00+00:00,50.57746608402898,40.493034483039665,24.451656371814853
2022-01-15 11:55:00+00:00,50.48497738935265,40.72868965535978,24.467770914543234
2022-01-15 12:00:00+00:00,50.42331825956844,40.91912643690652,24.478513943028826
2022-01-15 12:05:00+00:00,50.34887883971229,41.07941762460434,24.48567596201922
2022-01-15 12:10:00+00:00,50.299252559808195,41.219611749736224,24.490450641346143
2022-01-15 12:15:00+00:00,50.26616837320546,41.31307449982415,24.52696709423076
2022-01-15 12:20:00+00:00,50.21077891547031,41.4087163332161,24.55131139615384
2022-01-15 12:25:00+00:00,50.17385261031354,41.505810888810736,24.567540930769226
2022-01-15 12:30:00+00:00,50.11590174020902,41.57054059254049,24.578360620512814
2022-01-15 12:35:00+00:00,50.07726782680601,41.613693728360325,24.585573747008542
2022-01-15 12:40:00+00:00,50.01817855120401,41.64246248557355,24.590382498005695
2022-01-15 12:45:00+00:00,49.945452367469336,41.62830832371571,24.626921665337132
2022-01-15 12:50:00+00:00,49.86363491164622,41.61887221581048,24.651281110224755
2022-01-15 12:55:00+00:00,49.77575660776415,41.61258147720699,24.667520740149836
2022-01-15 13:00:00+00:00,49.71717107184276,41.608387651471325,24.67834716009989
2022-01-15 13:05:00+00:00,49.67811404789518,41.60559176764755,24.68556477339993
2022-01-15 13:10:00+00:00,49.652076031930115,41.60372784509837,24.69037651559995
2022-01-15 13:15:00+00:00,49.63471735462008,41.60248523006558,24.660251010399964
2022-01-15 13:20:00+00:00,49.62314490308005,41.60165682004372,24.640167340266643
2022-01-15 13:25:00+00:00,49.61542993538671,41.601104546695815,24.626778226844426
2022-01-15 13:30:00+00:00,49.61028662359114,41.60073636446388,24.617852151229616
2022-01-15 13:35:00+00:00,49.573524415727434,41.60049090964259,24.61190143415308
2022-01-15 13:40:00+00:00,49.54901627715162,41.600327273095054,24.607934289435388
2022-01-15 13:45:00+00:00,49.53267751810108,41.60021818206337,24.60528952629026
2022-01-15 13:50:00+00:00,49.48845167873406,41.600145454708915,24.603526350860175
2022-01-15 13:55:00+00:00,49.4589677858227,41.600096969805946,24.60235090057345
2022-01-15 14:00:00+00:00,49.43931185721513,41.6000646465373,24.601567267048967
2022-01-15 14:05:00+00:00,49.42620790481009,41.60004309769153,24.601044844699313
2022-01-15 14:10:00+00:00,49.41747193654006,41.60002873179436,24.600696563132875
2022-01-15 14:15:00+00:00,49.444981291026714,41.56668582119624,24.600464375421918
2022-01-15 14:20:00+00:00,49.46332086068448,41.54445721413082,24.600309583614614
2022-01-15 14:25:00+00:00,49.47554724045633,41.52963814275388,24.60020638907641
2022-01-15 14:30:00+00:00,49.48369816030422,41.519758761835924,24.600137592717605
2022-01-15 14:35:00+00:00,49.522465440202815,41.513172507890616,24.600091728478404
2022-01-15 14:40:00+00:00,49.548310293468546,41.508781671927075,24.600061152318933
2022-01-15 14:45:00+00:00,49.59887352897903,41.505854447951386,24.600040768212622
2022-01-15 14:50:00+00:00,49.63258235265268,41.503902965300924,24.600027178808414
2022-01-15 14:55:00+00:00,49.68838823510179,41.50260197686728,24.60001811920561
2022-01-15 15:00:00+00:00,49.75892549006786,41.50173465124485,24.600012079470407
2022-01-15 15:05:00+00:00,49.83928366004525,41.534489767496574,24.60000805298027
2022-01-15 15:10:00+00:00,49.92618910669683,41.58965984499772,24.600005368653513
2022-01-15 15:15:00+00:00,50.01745940446455,41.65977322999848,24.60000357910234
2022-01-15 15:20:00+00:00,50.11163960297637,41.73984881999899,24.600002386068226
2022-01-15 15:25:00+00:00,50.20775973531758,41.82656587999933,24.60000159071215
2022-01-15 15:30:00+00:00,50.30517315687839,41.884377253332886,24.600001060474767
2022-01-15 15:35:00+00:00,50.403448771252265,41.956251502221924,24.600000706983177
2022-01-15 15:40:00+00:00,50.468965847501515,42.03750100148128,24.60000047132212
2022-01-15 15:45:00+00:00,50.54597723166768,42.125000667654184,24.63333364754808
2022-01-15 15:50:00+00:00,50.59731815444511,42.21666711176945,24.65555576503205
2022-01-15 15:55:00+00:00,50.66487876963007,42.311111407846305,24.670370510021367
2022-01-15 16:00:00+00:00,50.70991917975338,42.374074271897534,24.68024700668091
2022-01-15 16:05:00+00:00,50.73994611983559,42.38271618126502,24.68683133778727
2022-01-15 16:10:00+00:00,50.75996407989039,42.35514412084334,24.69122089185818
2022-01-15 16:15:00+00:00,50.77330938659359,42.336762747228896,24.694147261238786
2022-01-15 16:20:00+00:00,50.78220625772906,42.291175164819265,24.69609817415919
2022-01-15 16:25:00+00:00,50.78813750515271,42.227450109879506,24.697398782772794
2022-01-15 16:30:00+00:00,50.792091670101804,42.18496673991967,24.698265855181862
2022-01-15 16:35:00+00:00,50.8280611134012,42.18997782661312,24.698843903454573
2022-01-15 16:40:00+00:00,50.85204074226746,42.226651884408746,24.699229268969717
2022-01-15 16:45:00+00:00,50.90136049484497,42.2511012562725,24.699486179313144
2022-01-15 16:50:00+00:00,50.934240329896646,42.30073417084833,24.699657452875428
2022-01-15 16:55:00+00:00,50.98949355326443,42.367156113898886,24.699771635250286
2022-01-15 17:00:00+00:00,51.026329035509626,42.41143740926592,24.699847756833524
2022-01-15 17:05:00+00:00,51.05088602367309,42.44095827284395,24.69989850455568
2022-01-15 17:10:00+00:00,51.10059068244872,42.46063884856263,24.699932336370452
2022-01-15 17:15:00+00:00,51.13372712163248,42.507092565708426,24.733288224246966
2022-01-15 17:20:00+00:00,51.15581808108832,42.538061710472284,24.755525482831313
2022-01-15 17:25:00+00:00,51.20387872072555,42.55870780698152,24.770350321887545
2022-01-15 17:30:00+00:00,51.23591914715036,42.57247187132102,24.780233547925032
2022-01-15 17:35:00+00:00,51.290612764766905,42.58164791421402,24.786822365283356
2022-01-15 17:40:00+00:00,51.32707517651127,42.621098609476014,24.791214910188902
2022-01-15 17:45:00+00:00,51.384716784340846,42.64739907298401,24.8274766067926
2022-01-15 17:50:00+00:00,51.42314452289389,42.66493271532267,24.851651071195068
2022-01-15 17:55:00+00:00,51.482096348595924,42.70995514354845,24.86776738079671
2022-01-15 18:00:00+00:00,51.52139756573062,42.739970095698965,24.878511587197806
2022-01-15 18:05:00+00:00,51.54759837715375,42.75998006379931,24.885674391465205
2022-01-15 18:10:00+00:00,51.565065584769165,42.73998670919954,24.890449594310137
2022-01-15 18:15:00+00:00,51.57671038984611,42.726657806133026,24.926966396206762
2022-01-15 18:20:00+00:00,51.58447359323074,42.71777187075535,24.95131093080451
2022-01-15 18:25:00+00:00,51.589649062153825,42.67851458050357,24.96754062053634
2022-01-15 18:30:00+00:00,51.59309937476922,42.65234305366905,24.978360413690893
2022-01-15 18:35:00+00:00,51.59539958317948,42.634895369112705,24.98557360912726
2022-01-15 18:40:00+00:00,51.596933055452986,42.656596912741804,24.990382406084837
2022-01-15 18:45:00+00:00,51.56462203696865,42.67106460849453,24.993588270723222
2022-01-15 18:50:00+00:00,51.5430813579791,42.68070973899635,24.995725513815483
2022-01-15 18:55:00+00:00,51.5287209053194,42.7204731593309,24.99715034254366
2022-01-15 19:00:00+00:00,51.51914727021293,42.7469821062206,24.998100228362443
2022-01-15 19:05:00+00:00,51.512764846808615,42.764654737480406,24.998733485574963
2022-01-15 19:10:00+00:00,51.50850989787241,42.776436491653605,24.999155657049972
2022-01-15 19:15:00+00:00,51.47233993191494,42.784290994435736,25.032770438033314
2022-01-15 19:20:00+00:00,51.448226621276625,42.78952732962383,25.05518029202221
2022-01-15 19:25:00+00:00,51.43215108085108,42.79301821974922,25.070120194681476
2022-01-15 19:30:00+00:00,51.42143405390072,42.79534547983281,25.08008012978765
2022-01-15 19:35:00+00:00,51.414289369267145,42.796896986555204,25.0867200865251
2022-01-15 19:40:00+00:00,51.409526246178096,42.7645979910368,25.091146724350068
2022-01-15 19:45:00+00:00,51.37301749745206,42.74306532735787,25.094097816233376
2022-01-15 19:50:00+00:00,51.34867833163471,42.728710218238575,25.09606521082225
2022-01-15 19:55:00+00:00,51.3324522210898,42.68580681215905,25.097376807214832
2022-01-15 20:00:00+00:00,51.32163481405987,42.65720454143937,25.098251204809888
2022-01-15 20:05:00+00:00,51.314423209373246,42.63813636095958,25.098834136539924
2022-01-15 20:10:00+00:00,51.27628213958216,42.62542424063972,25.099222757693283
2022-01-15 20:15:00+00:00,51.25085475972144,42.61694949375981,25.099481838462186
2022-01-15 20:20:00+00:00,51.23390317314763,42.611299662506546,25.09965455897479
2022-01-15 20:25:00+00:00,51.189268782098424,42.6075331083377,25.099769705983192
2022-01-15 20:30:00+00:00,51.159512521398945,42.60502207222513,25.09984647065546
2022-01-15 20:35:00+00:00,51.13967501426597,42.60334804815009,25.099897647103642
2022-01-15 20:40:00+00:00,51.09311667617732,42.60223203210006,25.09993176473576
2022-01-15 20:45:00+00:00,51.06207778411821,42.568154688066706,25.099954509823842
2022-01-15 20:50:00+00:00,51.04138518941213,42.54543645871114,25.099969673215895
2022-01-15 20:55:00+00:00,50.99425679294142,42.53029097247409,25.09997978214393
2022-01-15 21:00:00+00:00,50.96283786196094,42.52019398164939,25.099986521429287
2022-01-15 21:05:00+00:00,50.97522524130729,42.51346265443293,25.09999101428619
2022-01-15 21:10:00+00:00,51.0168168275382,42.50897510295528,25.099994009524124
2022-01-15 21:15:00+00:00,51.044544551692134,42.50598340197019,25.099996006349414
2022-01-15 21:20:00+00:00,51.096363034461426,42.50398893464679,25.099997337566275
2022-01-15 21:25:00+00:00,51.164242022974285,42.50265928976453,25.099998225044185
2022-01-15 21:30:00+00:00,51.209494681982854,42.50177285984302,25.099998816696125
2022-01-15 21:35:00+00:00,51.239663121321904,42.50118190656202,25.09999921113075
2022-01-15 21:40:00+00:00,51.2597754142146,42.53412127104135,25.099999474087166
2022-01-15 21:45:00+00:00,51.306516942809736,42.5560808473609,25.099999649391446
2022-01-15 21:50:00+00:00,51.33767796187316,42.57072056490727,25.099999766260964
2022-01-15 21:55:00+00:00,51.3584519745821,42.61381370993818,25.099999844173976
2022-01-15 22:00:00+00:00,51.37230131638807,42.64254247329212,25.099999896115985
2022-01-15 22:05:00+00:00,51.38153421092537,42.661694982194746,25.09999993074399
2022-01-15 22:10:00+00:00,51.387689473950246,42.67446332146316,25.099999953829325
2022-01-15 22:15:00+00:00,51.358459649300165,42.64964221430878,25.133333302552884
2022-01-15 22:20:00+00:00,51.33897309953344,42.63309480953919,25.15555553503526
2022-01-15 22:25:00+00:00,51.32598206635563,42.622063206359456,25.17037035669017
2022-01-15 22:30:00+00:00,51.317321377570416,42.61470880423963,25.180246904460116
2022-01-15 22:35:00+00:00,51.278214251713614,42.609805869493094,25.186831269640077
2022-01-15 22:40:00+00:00,51.21880950114241,42.606537246328735,25.191220846426717
2022-01-15 22:45:00+00:00,51.145873000761604,42.571024830885825,25.194147230951145
2022-01-15 22:50:00+00:00,51.06391533384107,42.54734988725722,25.19609815396743
